Gene,Trial_Gene
FLJ12121,0.030325541
FLJ12193,0.044081051
FLJ12345,0.080287253
PRDM14,-0.010019035
FLJ12547,0.08484664
FLJ12595,0.260326031
FLJ13166,-0.151128369
FLJ13315,-0.07225443
FLJ13769,-0.08118185
FLJ14346,0.007657115
FLJ21941,0.085612126
SLC5A7,0.001896974
FLJ21511,0.00606301
FLJ21511,0.235620139
FLJ23558,0.003536928
FLJ12294,0.253784604
KCNK10,0.019623307
FLJ13480,-0.210226566
PRO1575,0.048074246
FLJ12986,0.013105774
FLJ10420,0.009471136
FLJ12987,0.066680719
SLC26A1,0.170357063
MGC10334,0.026146891
SENP7,-0.016232868
SLC19A3,0.245533387
RPS6KA6,0.108943487
RPS6KA6,0.010628908
FLJ20018,0.014042288
SLC12A6,0.049897519
SID6-306,-0.005025031
FLJ11005,-0.013084952
PRO0149,0.059382994
FLJ10897,-0.025786349
IL19,-0.318328885
LOC51720,-0.008964241
HSPC072,0.077248267
LOC51157,0.01476857
FLJ13031,-0.066204337
GROS1,-0.014931515
C5ORF4,0.013008755
LOC51145,0.34582908
LOC51084,-0.032311917
FLJ23510,0.214317531
G8,0.011768307
FLJ10060,-0.011112304
UBXD1,-0.001087288
FLJ20798,0.012107702
HE3-BETA,0.055548703
FLJ14345,0.000489989
JIK,0.009253594
GNB1L,-0.001414498
KIAA0417,0.170219658
PPP4R2,0.081102509
FLJ10044,0.021728727
BTG4,-0.091986998
PRO2133,-0.061690177
CSNK1G3,-0.003255738
FLJ23129,-0.023866639
LOC63920,-0.036139501
LOC51152,0.091741387
BPESC1,0.361321579
GPH,-0.049450763
FLJ20071,-0.314354504
FLJ11068,0.010350077
KCNJ14,-0.020569883
KIF13A,0.416154547
LOC56991,0.014682385
LOC51702,-0.097876091
GIII-SPLA2,-0.135619251
1-Dec,0.067037108
KLK12,0.055969028
MMP27,-0.004218568
UTS2,-0.027079897
UTS2,-0.795078948
FLJ10191,-0.00420219
PRO2533,0.22702221
FLJ10111,-0.015940968
CPR2,0.004317688
TETM4,0.009179775
SCN12A,-0.00481954
PRDM5,0.129902514
SAGE,0.10426369
FLJ21195,-0.369584005
KIAA1446,0.043476424
FLJ14251,-0.008598028
MGC3329,0.017818037
FLJ11535,0.002045317
GCMB,0.061435994
TMOD3,0.030552714
HAO2,0.010917098
KCNH4,0.013645795
DKFZp761K1824,0.064021859
TP73,0.01875986
HRH2,-0.016373022
GNG13,-0.000729623
HBQ1,0.009431166
THEG,0.081626096
FLJ14327,-0.027828466
CLCA3,-0.244987339
PRG3,0.012854071
HHLA2,0.007150516
LOC57105,-0.084007811
FLJ20837,-0.165949104
VR22,0.264216902
EDG7,-0.191787083
TRPC4,-0.39885093
TRPC4,0.011333173
FLJ22615,0.038610267
PRO2822,0.114176829
GALR1,0.455984064
FLJ10034,-0.038127184
FLJ20019,0.025652769
FLJ20123,0.040144898
FLJ10845,0.00300906
FLJ10932,0.157865799
FLJ11117,0.185746801
FLJ11292,0.010143034
B3GALT1,-0.001211387
SPACRCAN,0.079210261
LOC51301,0.119600746
LOC51311,0.041146987
LOC51169,-0.051211473
FLJ20217,-0.120527531
FLJ20307,-0.005816981
FLJ20307,-0.133870863
FLJ20413,0.064260086
FLJ20433,0.138162139
HSPC133,-0.181597007
FLJ10706,-0.023373351
FLJ20069,-0.009963696
FLJ20069,-0.130309022
DKFZP564O0463,0.007037327
TCEB3L,-0.16788716
FLJ11042,0.082377349
FLJ10346,0.014353643
ZNF221,0.012680827
OBP2A,-0.010805483
FLJ22659,0.08876757
MORC,0.012190477
PRO1600,0.012283085
PRO1768,-0.037058014
PRO0159,0.032615811
PRO0246,0.116938798
PRO0456,0.150212926
PRO0470,0.013236845
PRO0514,0.082700545
PRO0618,0.086234678
PRO0644,0.052008165
PURG,0.158270516
PRO1578,0.014981464
MIP,-0.021361288
LOC51079,0.00299555
TPT,-0.023755472
ADAMTS6,-0.217878791
SLC24A2,0.001345904
FLJ20839,0.002241982
PRO0889,0.079227217
PRO1598,-0.140500457
PRO2130,0.007409913
PRO2964,-0.136691148
PRO0386,0.16807829
PR01094,-0.154537942
PRO1163,-0.013946535
PRO1257,-0.079617628
PRO1316,-0.129904396
PRO0800,-0.143307416
PRO1438,-0.055806441
PRO1446,0.045492742
PRO1787,0.011249114
PRO1995,0.104027997
PRO2012,-0.37180532
PRO2796,0.228227133
BM032,-0.020018937
GABRQ,0.012762419
PLPL,-0.241064965
HEFL,0.002492862
LOC56934,0.000289226
LOC51202,0.007788646
FLJ12891,0.265786699
PSA,-0.276480836
LOC57399,0.18785648
PRDM12,0.017923885
LOC57663,-0.328279904
FLJ11467,0.15069279
FLJ11556,-0.257717439
FLJ11736,0.510558244
FLJ11781,0.189402478
FLJ12078,0.270430901
FLJ12132,0.017148387
FLJ12616,0.188539303
FLJ12662,-0.096840798
FLJ13162,0.064518686
FLJ13501,0.077673966
FLJ13885,0.143116029
FLJ22684,0.57125609
FLJ23168,-0.032364559
FLJ23229,-0.058066803
FLJ22031,0.094899508
KIAA1305,-0.064214427
FLJ11827,0.059557072
FLJ21497,-0.183856705
FLJ11871,-0.241291622
FLJ11871,0.004049714
FLJ13310,0.049063799
KIAA1638,-0.031387259
FLJ20856,0.085145943
FLJ22944,0.00430028
FLJ21477,-0.097203803
SPANXA1,0.330356782
SPANXA1,0.013502642
MA5,0.022818025
KIAA1382,0.002525185
FLJ21613,0.013224208
FLJ13033,0.011945451
HPA2,0.007478023
PRDM16,0.00680056
GALNT8,0.034474578
MGC5590,-0.007023028
MGC5590,-0.125247535
MGC2875,-0.060001728
FLJ13409,-0.009565253
MGC3196,0.025578398
FLJ10867,0.004474823
FLJ10903,-0.015394058
ST6GALNACIV,-0.020252009
GMEB1,0.043637625
FLJ20283,-0.315775096
KIAA1641,-0.099547486
YG81,-0.022241232
E2IG5,-0.002900124
PRO1853,0.000383882
LOC57115,0.083875242
FLJ10298,-0.295987222
HSPC069,0.010434256
DKFZP434P1750,0.023301623
ATP1A1,-0.02957735
MGC5242,0.002778212
FLJ10081,0.01025867
ACF,0.010717618
FLJ10667,0.314069159
FLJ20476,0.048642512
PILR(BETA),0.021223816
RAB23,-0.018302475
DKFZp434E026,0.021361584
CTAGE-1,-0.319578545
FLJ20574,-0.001407035
OBP2B,0.001969829
RPL22,0.002525817
KIAA0948,-0.002861588
hPAD-colony10,0.018144762
MGC10731,-0.0136116
RAB1B,-0.140696906
RSHL1,-0.002600543
MGC3038,0.012826637
FLJ14129,-0.015379379
PP1057,-0.022074417
FLJ11786,0.009115619
KRTAP2.1A,0.001718969
IL17E,0.017794255
KRTAP9.9,0.000966106
DKFZP434N1923,0.019927999
BA108L7.2,-0.029407315
ZSIG37,0.020947159
KRTAP1.1,0.017695246
KIAA1548,0.019086657
KRTAP1.3,-0.0673286
MGC3184,-0.018215352
DKFZP434B195,-0.010407661
NXF2,-0.002121918
SPACA1,0.008723688
SPRY4,0.021298707
OATPRP4,0.02654094
DKFZP564A022,-0.028217057
DKFZP761E2110,-0.000425934
DKFZP434J037,-0.12312554
CTRP3,0.016556754
AMN,0.020524793
DKFZP566I133,0.008362369
DKFZP434C135,-0.039261348
C1ORF25,-0.023007812
PSP24B,-0.007904568
HSPC156,0.05677231
HSPC156,0.054405167
GE36,0.003021947
DKFZP434C0931,0.001752639
UNC93B,0.002316414
PRO1331,0.009285303
FKSG28,0.027512398
X102,-0.092485739
MGC11352,-0.003941004
FLJ12577,0.00836277
ITM3,-0.020241855
PTDSS2,0.015209294
MY014,0.007832789
DKFZP586K0717,0.021834329
AGXT2L1,-0.002809066
PGAR,0.01412487
SIRT5,-0.000863196
DKFZP566J091,0.113616648
TRIM8,0.015281101
APOL2,0.019243625
DKFZP434G099,-0.016129291
NYD-SP15,-0.002828334
TCF-3,0.005886657
LRRC3,0.005846938
TDRD1,0.002457477
SRCL,0.018344835
LOC81034,0.00072899
P14L,0.003822422
DKFZP434G131,0.041452278
ERG2,0.007470056
SLC2A10,-0.021627559
DKFZP434G1415,-0.029927099
SCRT,-0.005078944
PLA2G12,-0.015426583
MGC11335,0.071540329
WNT5B,0.0529434
DKFZP564B1162,-0.032781332
DKFZP434F0318,-0.051319818
LOC80975,0.004728029
RNF17,-0.004877325
TEX13B,0.004835384
TEX14,-0.002681284
DKFZP564D0372,-0.025118232
DKFZP434N1235,0.003934695
PRO1942,0.19722749
KIAA1249,0.0348977
CAPN10,0.00833986
SLC17A5,-0.003704869
FLJ12383,0.04796678
AD013,0.132099672
RNF21,-0.064260339
PER3,-0.017998789
HSPC135,-0.013228726
MARK,0.0167743
FLJ20721,-0.009313534
POLL,0.009402247
GTPBP2,0.111442508
MIBP,-0.003843599
TDRKH,0.066004254
TDRKH,0.000977426
TCL6,-0.000539719
EPS15R,0.012011042
SPAP1,-0.208134057
LOC51192,-0.01605831
CHST6,0.015415146
TLR4,0.001483008
PKD2L1,-0.010226396
HS3ST3B1,0.423138449
FLJ12565,0.019829482
FLJ23360,0.021716818
GALNAC-4-ST1,0.017869361
LOC51289,0.188192131
MGC10946,0.018632691
FLJ20004,0.048886138
LOC51204,0.014228518
LOC57805,0.003624628
PRO0457,0.220244617
MOST2,0.204569962
NOD1,-0.015335532
LY95,-0.048793023
LY95,0.007223228
PRO1770,0.202506896
FLJ10376,-0.035751691
FLJ10392,0.002545417
FLJ11350,-0.00471712
FLJ22757,0.011496271
FLJ22457,-0.020269567
FLJ13556,-0.010097385
KCNQ4,0.018000727
HTR3B,-0.104716974
TNFSF15,0.009373065
FLJ10142,0.00687589
APOL3,-0.025295039
FLJ20068,0.015197861
NOX3,-0.40996537
FLJ10826,-0.010819811
INSL5,0.023669415
ZNFN1A3,-0.060358293
BP75,0.070925904
FLJ10422,0.009160673
KCNE2,0.000902346
PRO1580,-0.027773025
KCNMB2,-0.011817638
SDCCAG16,0.004405468
FLJ20808,0.034204078
STG,0.143319201
FLJ20034,0.144712915
FLJ20087,0.002355743
FLJ11142,0.00034551
FLJ11275,-0.005030375
FLJ11348,0.032300217
LOC51310,-0.016993278
CHRNA9,0.54179929
LOC51233,0.040672751
DKFZp434C0923,0.006131133
PDE11A,0.005083457
HSA251549,0.319854325
IL1RAPL2,0.085743196
WNT16,0.000866216
AMBN,0.054505693
LEP503,0.001203585
LOC51288,-0.020212354
LOC51328,-0.06094044
PKD2L2,-0.150322151
FLJ20184,0.022861594
FLJ20306,-0.038728876
FLJ20527,-0.02848666
FLJ20556,0.093648704
LOC55893,0.061779616
VSX1,0.018483559
KCNMB3,0.002414458
RIG,0.301047001
RIG,-0.103028347
ADAM19,0.0229817
2-Apr,-0.01689601
PRO0038,0.006550565
LOC51146,-0.037197749
CLDN18,-0.007197481
CLDN18,-0.006268019
ANG-3,-0.009021022
HT001,-0.007377909
GDF2,0.056817646
PRO1693,0.000560261
CSAD,-0.008508364
G2A,0.00487568
EPSIN,0.029301379
HSA250303,-0.024591118
HSU24186,-0.348239216
PRO1048,0.064010638
PRO1097,-0.147273599
PRO2610,0.005137364
WWOX,-0.021422982
PRO2289,-0.01583962
LOC55868,0.192257644
MEPE,0.019941462
PRDM9,-0.06243624
LOC57086,0.88528895
LOC57090,0.000826457
RNF18,0.170957798
PRO1496,0.008281971
CPR8,0.063886572
FBXO24,0.010085319
GCFC,0.041030596
LOC51215,0.444602837
CABP5,0.010923392
ASCL3,-0.028319456
HHLA1,0.015571249
WBSCR14,0.028796812
CHST5,0.022695211
IL22,-0.002527346
FGF23,-0.003682769
DKFZP434K1172,0.017651476
PRDM13,-0.17208399
HRH4,-0.002777037
FLJ20972,-0.049826402
FLJ21075,0.205967876
FLJ21290,-0.244411516
FLJ21625,0.117354916
FLJ22173,0.083442092
FLJ22367,0.013222416
FLJ22404,-0.006098221
FLJ22582,-0.200045023
FLJ22714,0.115959881
FLJ23074,0.072310847
FLJ23429,0.050694415
FLJ23550,0.76506153
FLJ23604,-0.224759648
FLJ23497,0.022492457
FLJ23571,0.04365465
FLJ12781,0.029166953
FLJ22688,0.002345611
CIDEB,-0.051522729
FLJ12528,0.010620825
MIC1,0.028549213
DKFZP434A0131,0.162709879
ET,-0.005484711
FLJ20094,0.007659325
LOC51136,-0.049911677
LOC51136,0.048210951
C6.1A,-0.015352278
CHAT,-0.010913907
SCT,0.017520552
GFRA4,-0.012152905
PP3227,0.186174945
ZNF155,-0.001677473
PRO2325,-0.406614233
FLJ10201,-0.060552399
FLJ10320,0.003792704
FLJ10254,-0.099712729
FLJ21459,-0.003711663
NBEA,0.003262646
FLJ23342,0.003459133
OTOR,0.005343317
C1ORF13,-0.037503261
C21orf7,-0.084680449
FLJ11064,0.008911904
FLJ20086,-0.042374399
DKFZP586J1624,0.024732407
ANKRD3,0.314325232
SCMH1,-0.031466887
A2BP1,0.0040158
TPK1,-0.00017685
DKFZp434G0522,-0.013420908
FLJ10074,0.036161788
KLHL3,-0.052431175
FLJ20519,0.041964688
CISH,0.018877537
FLJ22955,-0.052463235
FLJ22955,-0.056630495
ASIC4,0.009797756
COQ3,0.018299258
HAO3,0.006537708
FLJ20628,0.02546756
BCAA,0.008751481
FLJ10008,0.003703293
ANKRD2,0.01735671
KIAA1411,-0.000720904
BACH2,0.027633421
FLJ22294,0.02631199
RB3,-0.003141377
OSBPL1,0.037708414
NSBP1,-0.210475293
SPAP1,0.007636078
B3GN-T4,0.009135254
BCLG,0.001820332
FLJ23022,-0.042006095
PRO1596,0.001995301
PRO0461,0.027238076
DKFZP434E2135,0.02189149
TNS,-0.018043417
DKFZP434D0421,0.010786228
WHSC1L1,0.048327479
LOC81558,0.004241647
MGC2383,0.005427197
PAPA-1,0.011998986
MGC3146,0.032226398
MGC3178,0.007318116
NIR1,0.012369555
MGC2963,-0.147125999
MGC12904,-0.039154807
SP329,0.007632507
DKFZP434G2226,-0.107835041
TEX11,0.009568824
C12orf2,0.05446078
MAGE1,-0.032479931
GLUT10,0.003316258
MGC3133,0.00826678
AF311304,0.086060631
DKFZP564O1664,0.00073779
LOC81501,0.000932436
MGC:5244,-0.003236363
LOC81537,-0.020951737
SH3BGRL3,0.003983878
TGT,-0.007623348
IL21,-0.037976844
C1ORF21,0.002570003
DKFZP761H1710,0.022678137
DKFZP564L2423,0.000219385
FLJ13520,0.007370882
SYNCOILIN,-0.109166933
FKSG32,0.011244045
HOXB8,0.069912362
GDAP1,0.114455493
PAR3,-0.048044578
SRC,0.381348312
RUNX2,-0.007619844
RUNX2,-0.081901263
SRC,-0.003267028
SIAT8B,0.00618551
LOC51237,0.020972113
RNASEL,-0.013643895
GPR22,-0.386891337
DLX6,-0.00356242
LOC51243,-0.030278904
ULBP2,-3.494717585
PTCH2,0.048422643
DEF6,-0.013398161
GPR21,0.009461146
CIDEA,0.008983334
TECTA,0.064276767
GPRC5D,0.023809565
SLC22A8,0.01865879
SREB3,-0.024916521
C15ORF2,-0.178150525
G7C,0.058316856
KKLF,-0.002359511
PCDHB1,-0.0922796
UGT1A8,-0.269679252
UGT1A8,-0.007207379
GPR27,0.073985942
KCNIP1,-0.013609973
SNT-1,0.142069604
SPF45,0.087608158
FGF14,-0.217705345
DJ122O8.2,0.007189089
GLP2R,0.087604285
GPR52,-0.089838292
GDF9,-0.084545097
FGF22,-0.012268259
DKFZP434A1022,-0.02945802
PCDHB6,-0.000624017
NEUROD4,0.087867083
PCDHB8,0.07273523
BCL2L10,0.012254343
KCNIP2,0.007696919
RFRP,-0.133445648
ULBP1,0.126796275
TAS2R1,0.010953602
KCNK13,-0.013176614
LOC51174,0.029231578
OPN1MW,0.001915189
CLDN17,-2.956603346
OR52A1,0.15523815
CHRM2,-0.102445709
CTLA4,0.002456371
BMP15,0.068816588
IPEX,0.029506777
IPEX,0.010212243
F17127_1,0.011106786
ATOH1,0.068570537
ADAM29,0.0032038
G6E,0.140656601
OR10C1,0.261028889
CDX4,-0.027112167
OR1D4,0.002641516
G6B,0.203076663
OR11A1,-0.034370359
OR12D2,0.018958129
GPR43,-0.035697948
OR10J1,-0.045196429
CHRM5,0.117552733
NPPC,-0.151488742
VPREB1,-0.01911292
HOXC8,0.078340026
HTR1A,0.067011989
HUMBINDC,-0.142882744
OR3A1,-0.04288516
GPR24,-0.018124084
CHRNG,0.061038483
P2RX2,0.005648678
CHRM4,0.001835383
GPR8,-0.123032694
GDNF,0.064655645
GHSR,0.004848341
OMP,-0.016616278
HTR5A,0.101777973
GPR25,0.031652584
GRID2,0.119906956
GPR38,-0.184159523
NKX6A,-0.052535716
MOS,0.068591774
NEU2,0.126183555
MTNR1A,0.084559885
ZNF73,-0.056607188
TNFSF18,-0.145943643
P2RX2,0.019677152
PSPN,0.00741614
FGF16,0.273685759
OR1G1,0.069115514
FGF17,0.11048314
RBPSUHL,0.007884054
CER1,0.128898672
HUG1,0.015616065
HHCM,0.122386504
MORF4,-0.003127866
OLFR89,-0.058491408
GPR66,0.205304168
UCP1,0.027154391
GPR42,0.017084803
OR3A2,-0.09418277
OT7T022,0.029358089
OR1A1,0.00518892
PLA2G2E,-0.030299936
MTMR7,-0.012394307
TRB1,-0.073772517
TAS2R4,0.187944178
GPR57,-0.311776696
GPR58,-0.017719011
TRB3,0.005274888
TRB4,-0.075543723
TRB2,0.561014896
TRB5,0.216759017
XEDAR,0.082954741
MYO3A,-0.292874123
CACNG5,-0.022093688
OR1F8,-0.119166097
LOC51746,-0.001686899
FIL1(EPSILON),-0.005453372
LOC51190,-0.04671542
NG23,-0.010526544
CX36,0.015186598
PCDHB12,-0.0008483
OR2S2,-0.078798012
PCDHB3,-0.003630982
HOXD12,-0.2578027
V1RL1,-0.069453018
KCNAB3,0.022087011
ESP13.2,-0.001255509
GJA10,0.003230705
PLA2G2F,0.26625712
EDG8,-0.044083829
TRAP95,-0.004703809
HSAF000381,9.66E-05
BLYM,0.391345763
ADAMTS12,-0.004571641
GL012,0.016185731
AF140225,0.000413403
PSGR,0.005664279
MGC4276,0.01263442
OR3A3,-0.000754535
HCLA-ISO,0.024826314
DC42,-0.007499554
TEX13A,0.006073628
DKFZP434O1427,0.034340554
OR12D3,-0.001362832
NPD016,-0.011608048
FGF21,0.165771211
DC50,-0.00107662
HT036,-0.000908199
MGC2577,-0.081783369
MRPS15,-0.309442516
TEX12,0.008036553
RBBP9,0.008407921
RBBP9,-0.008609948
GSCL,0.259001616
MC3R,0.048045275
LOC51052,0.017441377
TAS2R16,0.03962071
OR1A2,-0.157368456
ADAM30,0.080474054
LOC83468,0.004655071
TEX15,0.002696562
CDA08,-0.00174296
PCDHB13,0.003887879
OR2W1,-0.007089156
MGC1223,-0.000276533
IGRP,0.089046297
BOK,0.067856832
WNT3,-0.13156518
TAS2R3,0.081830018
BTNL2,0.001024675
HTR1F,-0.02347436
PNR,0.002804775
OR2C1,0.097178132
TRB6,0.300435648
HSRNASPH,0.017470724
SCYA24,0.07385886
OR1D2,0.027443312
OR6A1,-0.266561883
P2RY4,-0.075435837
MC4R,-0.251882234
CCXCR1,0.022082452
GPR32,0.144694217
FIL1(ZETA),0.024941108
Diff33,0.001610258
RPL15,0.003225047
EC45,-0.004254545
ARPP-19,0.004097079
DKFZp434N1010,-3.144371866
DKFZp564D152,0.157775004
SRP1gamma,0.017096039
KDS,-0.01328049
smap-3,-0.094047361
KIAA1254,0.040645321
DKFZp564D0478,-0.001890115
DRIP80,-0.011913924
DKFZp434L0718,0.04162482
DKFZp761I2123,0.213432166
FELS,0.010604654
DKFZp434E248,0.06410095
DKFZp434E248,0.017230117
DKFZp564A176,0.301941518
POKcl.6,-2.728352672
DKFZp434B044,-0.037339358
DKFZp667H242,-0.011068123
DRIP92,0.007188426
GRWD,0.022416777
ST6GalNAc4,-0.021070271
DKFZp564K142,-0.014656173
LEF1,0.00793117
MARKL1,-0.021980651
SIRT3,-0.03063797
ARC,-0.05751359
NOP,-0.15653878
DKFZp434N031,-0.017360625
DC3,-0.005829005
SLC26A6,-0.006986432
WBSCR15,0.065209536
MaxiK,-0.034162828
DKFZp564O0523,-0.176031463
DKFZp564O0523,0.006714696
TOSO,0.008606024
PEX16,0.005010993
WNT6,0.076134075
WNT6,1.26E-05
DKFZp564F2116,0.016153159
PPIE,-0.215657977
TNG2,0.110301428
DKFZp761G18121,-0.142895554
DKFZp761G18121,0.142086231
TRIM10,-0.031340034
VASA,0.001077636
KIAA1120,0.037763124
DKFZp586G2122,-0.019713092
SAF-A,0.002009403
PIDD,0.00928774
DRPLA,0.006202699
DKFZp586O0222,0.007541256
NILR,-0.012691323
H11,-0.133460029
LHX3,-0.001127617
CSNK1G1L,-0.021979421
CHRD,0.018480245
TREF,0.011226967
DKFZp434J0450,0.015675539
DKFZp586L0118,-0.007737799
DSCR5b,0.154033344
MRPL34,0.001618073
MRPS18a,-0.299457011
UBA52,0.00289248
BLP2,-0.010202584
Ht31,0.007920316
FEZ1,0.021015815
FEZ1,0.016337384
FEZ1,0.009292379
NBC4,0.008561546
DDB27,0.000866045
COL5A2,-0.47310555
RHLP,0.02238093
FLJ00042,0.004820395
KIAA1402,0.074097615
RAB9,0.332662708
KIAA1464,0.06663397
FLJ00022,0.012141535
KIAA1193,0.072223892
KIAA1155,-0.192646998
KIAA1324,-0.289994212
FLJ22504,0.055584055
KIAA1393,-0.014314058
COL9A1,-0.030153711
HKE2,-0.289643591
GSTA3,0.046408101
DKFZp564K2364,-0.30346841
KIAA1449,0.033659568
PNAS-4,-0.124492394
DKFZp434L0650,0.008585768
naaladase II,-0.176877112
FLJ00003,0.020870638
KIAA1736,0.054914497
KIAA1315,0.011659631
DKFZp566E104,-0.00201596
FDF03-M14,0.009400519
DKFZp434B105,0.010856923
DKFZp434A0612,-0.012185081
FLJ00001,0.095164768
KIAA1663,0.140186504
X-linked retinopathy protein,-0.556793687
KIAA1651,0.010877787
DKFZp434F097,0.034989434
KIAA1620,0.177559576
DKFZp727K101,0.021346093
THW,0.001818121
DKFZp762H186,0.237516114
SNX6,-0.005509732
P5CSL,-0.050824768
SNX5,0.156929901
DKFZp566G0346,-0.121718681
MDS014,-0.148404234
BACE2,0.327306176
DKFZp564E227,2.761940629
PARVA,-0.003661115
BACE,-0.045828509
L30,0.170067087
DKFZp564I2064,0.006517557
DKFZp434D152,-0.009728093
tom22,-0.169639115
NJAC,0.131778338
FKBP25,0.026212769
METH1,0.056483645
NUB1,0.025240078
MHS4R2,-0.028141745
SENP2,0.034781752
FLJ20561,0.145139495
SEMP1,0.033084182
DKFZp761G2423,-0.675894969
ALG5,-0.129358538
lancl2,0.009717088
KIAA1513,0.25915968
PRKAG2,0.0652715
LAK1,0.00929584
mop-4,0.006790429
TBLR1,0.023486736
FLJ22662,0.021258704
DKFZp434A0926,0.027905945
DKFZp566D143,0.023986455
LOC55971,0.015154013
FLJ20608,0.02323709
KIAA1574,-0.093930446
IMPACT,-0.0234663
FANCF,-0.034077228
hSCDGF,-0.035932009
FLJ22215,0.068761255
DKFZp564J1864,-0.286134318
mlklak,0.029303823
FLJ10292,-0.036138867
smoc1,0.143056187
ORF1,-0.027806798
KIAA0632,0.080508433
RIF,0.093464629
ZCYTOR7,0.093589972
FLJ11526,0.181426332
KCNMB4,-0.101509947
hSCDGF-B,0.015696097
FBXO2,0.017493496
CLN8,0.079479523
RAD30,0.010363721
FLJ12439,-0.057583912
FLJ10895,0.010271048
ITGA11,0.160036749
KCNJ16,-0.000637112
CPEB1,0.004945962
SODD,-0.009644786
KCNE3,-0.365959626
KCNE3,0.003342261
KIAA1154,-0.239330456
FLJ11125,0.054169503
EHF,0.163908988
FLJ13941,-0.085771829
STE,0.05770551
LOC51023,0.01068553
NXF3,-0.105360516
FLJ13955,0.385059898
TLR7,0.004685228
CNGB3,-0.025311525
HsMCM10,-0.02916188
G8,-0.002002348
B3GALT1,0.089305105
VSX1,0.150659603
IL22,0.014274101
DKFZp564L1962,0.014887339
ATA2,0.003123798
14-3-3gamma,0.118146474
LOC51235,-0.002740605
UBQLN1,-0.301296536
DKFZp564L023,-0.312518381
RPML2,-0.000933465
DKFZp586G1123,0.004108271
DC2,0.096507136
DKFZp434M182,0.003714575
OCIA,0.004154589
UBXD1,-0.013072082
CRR9,0.3740208
DKFZp564E1878,0.01382644
DKFZp586I021,0.064804011
DKFZp586I021,-0.003874317
DKFZp761H2024,-0.13774104
DKFZp586J0624,-0.484472753
RANBP21,0.044006373
DKFZp434P116,0.29060194
DKFZp564B1471,-0.046520016
DKFZp761J191,-0.221086766
TMOD3,-0.295350346
CIN85,-1.971744259
Dorfin,-0.086758255
ANK,-0.000494408
FKSG12,0.019940905
DKFZp586B1920,-0.054963873
TRIM8,0.018667788
DKFZp434I1116,0.003665429
DC1,-0.001532494
MLE1,0.015534476
UCK1,-0.003008309
wdc146,0.024868882
DKFZp564D1378,-0.029943697
USP25,0.038794287
hG28K,-0.011421444
POKcl.19,0.00383271
DKFZp564H1322,0.070502141
HGTD-P,-0.004130251
DKFZp547H027,0.143388717
DKFZp761M02121,-0.243663366
ZHX1,-0.002075458
MAIL,-0.274763078
BAL,0.133492388
BBS2,-0.133760025
DKFZp761O17121,-0.026904784
ubiquitin-conjugating enzyme isolog,-0.104101184
smap-2b,-0.023378786
DKFZp434K1421,0.027623839
DKFZp586H1320,0.007779325
DC10,0.013863226
SNX8,0.138736776
ET,-0.041358784
DKFZp434I1816,-3.1567236
DKFZp564C1616,-3.260204246
DINB1,-0.008599347
DKFZp761F0123,0.145899079
ALS2CR2,-0.031244041
HNYA,-3.793739845
GJB2,0.014300046
COX15,-0.001843421
NY-CO-33,-0.035444174
FOXP1,0.020730101
DKFZp434F054,0.073612589
DKFZp761N0624,0.036860763
DKFZp761F241,-0.058349883
FHFR,0.005232258
CHAK1,-0.00832164
SGT1,-0.003846452
DP103,0.001931498
ANGPTL2,0.001233132
DKFZp586C1924,0.465700723
DKFZp434N0410,0.005429059
p53R2,-0.024575906
MS4A7,-0.005597776
HDAC8,-0.096918964
VPS18,0.038990388
HCCA2,0.015472028
PDE7A1,-0.003650399
DKFZp434N0650,-0.017807634
DKFZp434E229,-0.024618126
DKFZp434E229,-0.055640867
CYP2S1,-0.197334882
KIAA1589,0.055157609
ZNFN2A1,0.046212148
DKFZp434J1521,0.035301202
neshbp,-0.175009641
BAF180,-0.003342607
BAF180,-0.01824866
DKFZp434A1319,-0.009617394
DKFZp434D1428,0.023118761
DKFZp434E2318,-0.252294737
DKFZp434G0514,0.012137284
RAD18,-0.075723183
DKFZp566D1346,0.027787509
DKFZp434L134,0.004308335
CG1,0.042296728
EHM2,0.02805549
DKFZp434K1115,0.090145049
GK003,0.066312995
DKFZp564C2478,3.408768396
DKFZp564G1816,-0.036563408
SEC34,0.01788256
CKLF1,-0.023951975
DKFZp564J0863,0.048290368
SRPSOX,0.079872071
DKFZp761M0423,-0.037404619
DKFZp586H1719,-0.269187713
AGS1,0.077394013
DKFZp434D0727,0.028734454
PIG-M,-0.018296544
WHSC1,-0.051246151
TMPIT,0.641918599
NMES1,-0.47002541
FBX4,-0.439583535
DKFZp564K0322,-0.089937199
DKFZp434G0326,0.679710615
HCMOGT-1,0.034043949
CTRP5,-0.124782446
DTL,0.003951409
DKFZp586J151,-0.009880744
N1,0.00453586
NRP2,0.231256041
DKFZp547N043,-0.002834871
CPAP,-0.610593688
DKFZp566E0847,0.013327005
OBTP,-0.000792983
DFF35,0.016588437
RBKIN,0.096487617
hdelta2,0.051358821
KIAA1342,0.075889947
TDRKH,0.027441647
DKFZp586J1119,0.030116545
DKFZp761I172,-0.295222014
DKFZp761B0514,0.041970509
SERF1,2.928877166
SERF1,0.005705908
HAS3,0.037711069
DKFZp761C121,-0.254355181
FANCD2,-0.025957369
DKFZp434A196,-0.006254504
NAG14,-0.01358401
MOG1,0.013264967
DKFZp761I241,0.004983142
SMARCA6,-0.629320334
